"","geoNetwork.country","fullVisitorId","channelGrouping","fullVisitorId.1","device.browser","device.operatingSystem","device.deviceCategory","geoNetwork.continent","geoNetwork.subContinent","geoNetwork.country.1","trafficSource.source","trafficSource.medium","totals.hits","totals.pageviews","date","trafficSource.adContent","device.isMobile","avgGDP","gni2017","gni_cat","totals.transactionRevenue","summedRevenue","summedRevenue_log","totals.transactionRevenue_log"
"716","United States",4169715348324033024,"Referral",4169715348324033024,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",16,15,20161209,"","False",60269.2179913037,59460,"High income",45580000,45580000,17.6349795817818,17.6349795817818
"717","United States",4178895217253469184,"Referral",4178895217253469184,"Chrome","iOS","desktop","Americas","Northern America","United States","Other","referral",73,63,20161216,"","False",60269.2179913037,59460,"High income",55960000,55960000,17.8401477077616,17.8401477077616
"718","United States",4182504636922812416,"Referral",4182504636922812416,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",20,15,20170613,"","False",60269.2179913037,59460,"High income",10390000,10390000,16.1563543630754,16.1563543630754
"719","United States",4184664037098529792,"Direct",4184664037098529792,"Safari","iOS","desktop","Americas","Northern America","United States","(direct)","(none)",18,14,20160822,"","False",60269.2179913037,59460,"High income",63480000,63480000,17.9662354536225,17.9662354536225
"720","United States",4196418886710432256,"Referral",4196418886710432256,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",13,11,20161118,"","False",60269.2179913037,59460,"High income",55180000,55180000,17.8261111267534,17.8261111267534
"721","United States",4199946232412788224,"Organic Search",4199946232412788224,"Chrome","Windows","desktop","Americas","Northern America","United States","google","organic",17,15,20170529,"","False",60269.2179913037,59460,"High income",68960000,68960000,18.0490371843197,18.0490371843197
"722","United States",4222446458749633024,"Referral",4222446458749633024,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",41,36,20170519,"","False",60269.2179913037,59460,"High income",75960000,75960000,18.1457174439084,18.1457174439084
"723","United States",7113011772090059776,"Direct",7113011772090059776,"Chrome","iOS","desktop","Americas","Northern America","United States","(direct)","(none)",86,62,20170613,"","False",60269.2179913037,59460,"High income",1698580000,1748580000,21.282069866924,21.2530584448384
"724","United States",4233876642049714688,"Paid Search",4233876642049714688,"Chrome","iOS","desktop","Americas","Northern America","United States","google","cpc",16,14,20161216,"","False",60269.2179913037,59460,"High income",43990000,43990000,17.5994728933249,17.5994728933249
"725","United States",4262513756531099136,"Referral",4262513756531099136,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",25,20,20170203,"","False",60269.2179913037,59460,"High income",3980000,3980000,15.1967923772606,15.1967923772606
"726","United States",4267209767907289600,"Direct",4267209767907289600,"Chrome","Android","tablet","Americas","Northern America","United States","(direct)","(none)",8,8,20161216,"","True",60269.2179913037,59460,"High income",3980000,22970000,16.9496995746653,15.1967923772606
"728","United States",8304708431281283072,"Organic Search",8304708431281283072,"Chrome","Windows","desktop","Americas","Northern America","United States","google","organic",34,30,20161213,"","False",60269.2179913037,59460,"High income",23990000,23990000,16.9931476348159,16.9931476348159
"729","United States",4278365513858458112,"Direct",4278365513858458112,"Chrome","Windows","desktop","Americas","Northern America","United States","(direct)","(none)",126,90,20160816,"","False",60269.2179913037,59460,"High income",67440000,67440000,18.0267488716579,18.0267488716579
"730","United States",4279722686753943040,"Referral",4279722686753943040,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",29,22,20160822,"","False",60269.2179913037,59460,"High income",49970000,49970000,17.7269333833204,17.7269333833204
"731","United States",4290831302541966848,"Direct",4290831302541966848,"Other","iOS","desktop","Americas","Northern America","United States","(direct)","(none)",13,11,20170126,"","False",60269.2179913037,59460,"High income",24990000,24990000,17.0339863028111,17.0339863028111
"732","United States",4291359009156094464,"Organic Search",4291359009156094464,"Chrome","iOS","desktop","Americas","Northern America","United States","google","organic",33,26,20170420,"","False",60269.2179913037,59460,"High income",50790000,50790000,17.7432100427774,17.7432100427774
"733","United States",4293841073200012800,"Referral",4293841073200012800,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",67,52,20160902,"","False",60269.2179913037,59460,"High income",10590000,10590000,16.1754207175776,16.1754207175776
"734","United States",4296109044601139200,"Organic Search",4296109044601139200,"Chrome","iOS","desktop","Americas","Northern America","United States","google","organic",13,12,20170613,"","False",60269.2179913037,59460,"High income",55990000,55990000,17.8406836613251,17.8406836613251
"735","United States",4297151124311422976,"Organic Search",4297151124311422976,"Chrome","Windows","desktop","Americas","Northern America","United States","google","organic",93,56,20160831,"","False",60269.2179913037,59460,"High income",199270000,199270000,19.1101712470088,19.1101712470088
"736","United States",5271119113889747968,"Social",5271119113889747968,"Chrome","Windows","desktop","Americas","Northern America","United States","Other","referral",19,16,20161213,"","False",60269.2179913037,59460,"High income",17590000,17590000,16.6828411167137,16.6828411167137
"737","United States",4298610228737694208,"Referral",4298610228737694208,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",10,10,20161216,"","False",60269.2179913037,59460,"High income",95980000,95980000,18.3796503943944,18.3796503943944
"738","United States",4303041016027386880,"Referral",4303041016027386880,"Chrome","Chrome OS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",56,38,20160811,"","False",60269.2179913037,59460,"High income",166420000,166420000,18.9300252714366,18.9300252714366
"739","United States",4305270415377533952,"Referral",4305270415377533952,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",35,26,20170126,"","False",60269.2179913037,59460,"High income",80760000,80760000,18.2069923514089,18.2069923514089
"740","United States",4305389123856047616,"Referral",4305389123856047616,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",9,9,20170501,"","False",60269.2179913037,59460,"High income",15190000,15190000,16.536147874572,16.536147874572
"741","United States",4310266508515206144,"Referral",4310266508515206144,"Chrome","Windows","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",35,25,20170616,"","False",60269.2179913037,59460,"High income",767400000,767400000,20.4585187357771,20.4585187357771
"742","United States",4332637852472133632,"Referral",4332637852472133632,"Chrome","Linux","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",25,20,20170616,"","False",60269.2179913037,59460,"High income",89580000,89580000,18.3106426387434,18.3106426387434
"743","United States",4332670999936880128,"Organic Search",4332670999936880128,"Other","Windows","desktop","Americas","Northern America","United States","google","organic",18,16,20160831,"","False",60269.2179913037,59460,"High income",114650000,114650000,18.5573945672682,18.5573945672682
"744","United States",4343338159400542720,"Direct",4343338159400542720,"Chrome","Android","mobile","Americas","Northern America","United States","(direct)","(none)",15,11,20170519,"","True",60269.2179913037,59460,"High income",35680000,35680000,17.3901008656761,17.3901008656761
"745","United States",4345770444854846976,"Referral",4345770444854846976,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",20,17,20160811,"","False",60269.2179913037,59460,"High income",211580000,211580000,19.1701137355229,19.1701137355229
"746","United States",7321815150833739776,"Organic Search",7321815150833739776,"Chrome","Linux","desktop","Americas","Northern America","United States","google","organic",23,22,20170515,"","False",60269.2179913037,59460,"High income",15990000,15990000,16.5874740848101,16.5874740848101
"747","United States",4357414011161520640,"Organic Search",4357414011161520640,"Safari","iOS","mobile","Americas","Northern America","United States","google","organic",12,10,20170126,"","True",60269.2179913037,59460,"High income",10990000,10990000,16.2124963263798,16.2124963263798
"748","United States",1516347018012240640,"Direct",1516347018012240640,"Chrome","iOS","desktop","Americas","Northern America","United States","(direct)","(none)",16,14,20170501,"","False",60269.2179913037,59460,"High income",33590000,33590000,17.3297389615885,17.3297389615885
"749","United States",4358918846442675200,"Referral",4358918846442675200,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",15,13,20170501,"","False",60269.2179913037,59460,"High income",44760000,44760000,17.616825441408,17.616825441408
"750","United States",4388070466320474112,"Organic Search",4388070466320474112,"Chrome","iOS","desktop","Americas","Northern America","United States","google","organic",27,21,20170613,"","False",60269.2179913037,59460,"High income",281270000,281270000,19.4548256200657,19.4548256200657
"751","United States",4391405793651473408,"Direct",4391405793651473408,"Chrome","iOS","desktop","Americas","Northern America","United States","(direct)","(none)",27,23,20161216,"","False",60269.2179913037,59460,"High income",65590000,65590000,17.9989338032699,17.9989338032699
"752","United States",4394657957253741568,"Organic Search",4394657957253741568,"Chrome","Chrome OS","desktop","Americas","Northern America","United States","google","organic",28,26,20170624,"","False",60269.2179913037,59460,"High income",41950000,41950000,17.5519889908775,17.5519889908775
"753","United States",4395471984561333248,"Direct",4395471984561333248,"Safari","iOS","mobile","Americas","Northern America","United States","(direct)","(none)",15,14,20170126,"","True",60269.2179913037,59460,"High income",16970000,16970000,16.6469576372104,16.6469576372104
"754","United States",4395896663902576128,"Referral",4395896663902576128,"Chrome","Android","mobile","Americas","Northern America","United States","Other","referral",16,15,20161209,"","True",60269.2179913037,59460,"High income",21990000,21990000,16.9060983625309,16.9060983625309
"755","United States",4408476978270760448,"Referral",4408476978270760448,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",38,29,20161110,"","False",60269.2179913037,59460,"High income",57560000,57560000,17.8683384399834,17.8683384399834
"756","United States",4417987816137193984,"Direct",4417987816137193984,"Chrome","iOS","desktop","Americas","Northern America","United States","(direct)","(none)",15,14,20170801,"","False",60269.2179913037,59460,"High income",1990000,1990000,14.5036451967007,14.5036451967007
"757","United States",4427647251308274688,"Referral",4427647251308274688,"Chrome","Linux","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",47,36,20170621,"","False",60269.2179913037,59460,"High income",13590000,13590000,16.4248447861273,16.4248447861273
"758","United States",4430495660349859840,"Referral",4430495660349859840,"Chrome","Linux","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",61,41,20160822,"","False",60269.2179913037,59460,"High income",93450000,93450000,18.3529370918658,18.3529370918658
"759","United States",4438771378166633472,"Referral",4438771378166633472,"Chrome","Linux","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",34,27,20161129,"","False",60269.2179913037,59460,"High income",44790000,44790000,17.6174954581835,17.6174954581835
"760","United States",4445678624242927104,"Referral",4445678624242927104,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",122,80,20160831,"","False",60269.2179913037,59460,"High income",165920000,165920000,18.9270163024455,18.9270163024455
"761","United States",4447376418318165504,"Referral",4447376418318165504,"Chrome","Chrome OS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",19,16,20160811,"","False",60269.2179913037,59460,"High income",35280000,35280000,17.3788267891029,17.3788267891029
"762","United States",7457632959414021120,"Referral",7457632959414021120,"Chrome","Linux","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",15,13,20170630,"","False",60269.2179913037,59460,"High income",69420000,69420000,18.0556855683979,18.0556855683979
"763","United States",4451908991574636032,"Direct",4451908991574636032,"Chrome","iOS","desktop","Americas","Northern America","United States","(direct)","(none)",55,43,20161216,"","False",60269.2179913037,59460,"High income",16990000,16990000,16.6481354936481,16.6481354936481
"764","United States",4458329221243726336,"Referral",4458329221243726336,"Chrome","Chrome OS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",15,13,20170529,"","False",60269.2179913037,59460,"High income",46380000,46380000,17.6523788897917,17.6523788897917
"765","United States",4464961438459588096,"Referral",4464961438459588096,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",62,40,20170616,"","False",60269.2179913037,59460,"High income",45810000,45810000,17.6400129658629,17.6400129658629
"766","United States",4490616705875483648,"Display",4490616705875483648,"Chrome","Linux","desktop","Americas","Northern America","United States","Other","cpm",29,21,20170228,"","False",60269.2179913037,59460,"High income",59990000,59990000,17.9096884396293,17.9096884396293
"767","United States",7524176002865422336,"Organic Search",7524176002865422336,"Chrome","Windows","desktop","Americas","Northern America","United States","google","organic",61,44,20170611,"","False",60269.2179913037,59460,"High income",16950000,16950000,16.6457783917907,16.6457783917907
"768","United States",4501448098783068672,"Referral",4501448098783068672,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",22,19,20170501,"","False",60269.2179913037,59460,"High income",11950000,11950000,16.2962418363418,16.2962418363418
"769","United States",4519532330271293440,"Referral",4519532330271293440,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",80,56,20161129,"","False",60269.2179913037,59460,"High income",175600000,175600000,18.9837192391653,18.9837192391653
"770","United States",4525326450497146368,"Organic Search",4525326450497146368,"Safari","iOS","desktop","Americas","Northern America","United States","google","organic",45,40,20170113,"","False",60269.2179913037,59460,"High income",20980000,20980000,16.8590801609324,16.8590801609324
"771","United States",4531006492297832448,"Direct",4531006492297832448,"Chrome","iOS","desktop","Americas","Northern America","United States","(direct)","(none)",14,13,20170501,"","False",60269.2179913037,59460,"High income",33590000,33590000,17.3297389615885,17.3297389615885
"772","United States",4561220792335536640,"Referral",4561220792335536640,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",45,25,20170515,"","False",60269.2179913037,59460,"High income",170660000,170660000,18.9551838310727,18.9551838310727
"773","United States",4569545618749569536,"Referral",4569545618749569536,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",28,24,20170621,"","False",60269.2179913037,59460,"High income",147160000,147160000,18.8070309882008,18.8070309882008
"774","United States",4590648138044772352,"Direct",4590648138044772352,"Chrome","Windows","desktop","Americas","Northern America","United States","(direct)","(none)",18,17,20170501,"","False",60269.2179913037,59460,"High income",33590000,33590000,17.3297389615885,17.3297389615885
"775","United States",4596534412913426432,"Organic Search",4596534412913426432,"Chrome","Windows","desktop","Americas","Northern America","United States","google","organic",27,24,20161129,"","False",60269.2179913037,59460,"High income",36980000,36980000,17.4258877839233,17.4258877839233
"776","United States",4606500893659686912,"Referral",4606500893659686912,"Chrome","Chrome OS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",25,21,20161110,"","False",60269.2179913037,59460,"High income",43970000,43970000,17.599018141157,17.599018141157
"777","United States",4613028274025406464,"Referral",4613028274025406464,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",9,9,20170501,"","False",60269.2179913037,59460,"High income",59990000,59990000,17.9096884396293,17.9096884396293
"778","United States",4621936357749470208,"Referral",4621936357749470208,"Chrome","Linux","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",17,15,20160816,"","False",60269.2179913037,59460,"High income",43020000,43020000,17.5771756818039,17.5771756818039
"779","United States",7647399051164881920,"Referral",7647399051164881920,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",35,28,20170113,"","False",60269.2179913037,59460,"High income",86380000,86380000,18.2742667254968,18.2742667254968
"780","United States",7651073139895028736,"Referral",7651073139895028736,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",21,19,20170318,"","False",60269.2179913037,59460,"High income",15180000,15180000,16.5354893299318,16.5354893299318
"781","United States",4636131731638180864,"Referral",4636131731638180864,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",30,14,20170515,"","False",60269.2179913037,59460,"High income",11190000,11190000,16.2305310802881,16.2305310802881
"782","United States",4647847058075406336,"Referral",4647847058075406336,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",44,38,20170613,"","False",60269.2179913037,59460,"High income",41180000,41180000,17.5334632595639,17.5334632595639
"783","United States",4649260019813877760,"Referral",4649260019813877760,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",10,10,20170318,"","False",60269.2179913037,59460,"High income",19190000,19190000,16.7698998679839,16.7698998679839
"784","United States",4649753996022733824,"Referral",4649753996022733824,"Chrome","Linux","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",15,14,20170616,"","False",60269.2179913037,59460,"High income",52070000,52070000,17.7680995251391,17.7680995251391
"785","United States",4653450181499930624,"Organic Search",4653450181499930624,"Chrome","Windows","desktop","Americas","Northern America","United States","google","organic",18,16,20170420,"","False",60269.2179913037,59460,"High income",10990000,10990000,16.2124963263798,16.2124963263798
"786","United States",4656013451214853120,"Referral",4656013451214853120,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",36,27,20161209,"","False",60269.2179913037,59460,"High income",60750000,60750000,17.9222776401849,17.9222776401849
"787","United States",4664319107970740224,"Direct",4664319107970740224,"Chrome","iOS","desktop","Americas","Northern America","United States","(direct)","(none)",11,11,20170203,"","False",60269.2179913037,59460,"High income",16990000,16990000,16.6481354936481,16.6481354936481
"789","United States",7750340404205493248,"Organic Search",7750340404205493248,"Chrome","iOS","desktop","Americas","Northern America","United States","google","organic",16,14,20170228,"","False",60269.2179913037,59460,"High income",1990000,1990000,14.5036451967007,14.5036451967007
"791","United States",4673385160566403072,"Organic Search",4673385160566403072,"Chrome","Linux","desktop","Americas","Northern America","United States","google","organic",19,16,20161118,"","False",60269.2179913037,59460,"High income",16990000,16990000,16.6481354936481,16.6481354936481
"792","United States",4687536620631231488,"Organic Search",4687536620631231488,"Chrome","Windows","desktop","Americas","Northern America","United States","google","organic",51,42,20161213,"","False",60269.2179913037,59460,"High income",18990000,18990000,16.7594230827885,16.7594230827885
"793","United States",4692146566453742592,"Organic Search",4692146566453742592,"Chrome","iOS","desktop","Americas","Northern America","United States","google","organic",30,23,20170623,"","False",60269.2179913037,59460,"High income",74590000,74590000,18.1275170079313,18.1275170079313
"794","United States",4697582732814210048,"Referral",4697582732814210048,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",26,24,20170630,"","False",60269.2179913037,59460,"High income",10390000,10390000,16.1563543630754,16.1563543630754
"795","United States",4697640642260158464,"Referral",4697640642260158464,"Chrome","Chrome OS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",13,13,20170616,"","False",60269.2179913037,59460,"High income",30620000,30620000,17.2371639481938,17.2371639481938
"796","United States",4697674744990809088,"Organic Search",4697674744990809088,"Chrome","iOS","desktop","Americas","Northern America","United States","google","organic",102,70,20160811,"","False",60269.2179913037,59460,"High income",66950000,66950000,18.0194566301015,18.0194566301015
"797","United States",4697761145388026880,"Organic Search",4697761145388026880,"Chrome","Windows","desktop","Americas","Northern America","United States","google","organic",11,11,20170113,"","False",60269.2179913037,59460,"High income",18990000,18990000,16.7594230827885,16.7594230827885
"798","United States",4712475837504947200,"Organic Search",4712475837504947200,"Chrome","iOS","desktop","Americas","Northern America","United States","google","organic",21,19,20170617,"","False",60269.2179913037,59460,"High income",59940000,59940000,17.9088546198528,17.9088546198528
"799","United States",4745541702702044160,"Paid Search",4745541702702044160,"Chrome","Chrome OS","desktop","Americas","Northern America","United States","google","cpc",20,17,20161130,"","False",60269.2179913037,59460,"High income",111980000,111980000,18.533830841885,18.533830841885
"800","United States",4755168908070237184,"Referral",4755168908070237184,"Chrome","Linux","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",27,22,20160902,"","False",60269.2179913037,59460,"High income",63840000,63840000,17.9718905111058,17.9718905111058
"801","United States",4757786080947166208,"Direct",4757786080947166208,"Safari","iOS","mobile","Americas","Northern America","United States","(direct)","(none)",21,17,20170529,"","True",60269.2179913037,59460,"High income",30790000,30790000,17.2427005199007,17.2427005199007
"802","United States",4771113671766892544,"Referral",4771113671766892544,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",27,23,20170630,"","False",60269.2179913037,59460,"High income",279500000,279500000,19.4485128505594,19.4485128505594
"803","United States",4771214490771394560,"Referral",4771214490771394560,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",27,21,20161216,"","False",60269.2179913037,59460,"High income",59990000,59990000,17.9096884396293,17.9096884396293
"804","United States",7871079031879063552,"Organic Search",7871079031879063552,"Chrome","iOS","desktop","Americas","Northern America","United States","google","organic",19,16,20170515,"","False",60269.2179913037,59460,"High income",50830000,50830000,17.7439972894231,17.7439972894231
"805","United States",4785716484578798592,"Referral",4785716484578798592,"Chrome","Linux","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",23,16,20160831,"","False",60269.2179913037,59460,"High income",12480000,12480000,16.3396379209056,16.3396379209056
"806","United States",4792411607866172416,"Organic Search",4792411607866172416,"Chrome","Windows","desktop","Americas","Northern America","United States","google","organic",21,20,20170228,"","False",60269.2179913037,59460,"High income",26970000,107880000,18.4965300562358,17.1102356951159
"809","United States",4799654034151045120,"Social",4799654034151045120,"Chrome","iOS","desktop","Americas","Northern America","United States","Other","referral",18,16,20170501,"","False",60269.2179913037,59460,"High income",67180000,67180000,18.0228861421484,18.0228861421484
"810","United States",4808974885561715712,"Direct",4808974885561715712,"Other","Windows","desktop","Americas","Northern America","United States","(direct)","(none)",20,16,20161209,"","False",60269.2179913037,59460,"High income",84900000,164700000,18.9196361951479,18.2569846512816
"811","United States",1977256117656372480,"Organic Search",1977256117656372480,"Safari","iOS","mobile","Americas","Northern America","United States","google","organic",31,24,20170312,"","True",60269.2179913037,59460,"High income",31930000,31930000,17.279056564691,17.279056564691
"812","United States",4822026859805345792,"Referral",4822026859805345792,"Chrome","Windows","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",12,10,20170501,"","False",60269.2179913037,59460,"High income",1e+08,1e+08,18.4206807439524,18.4206807439524
"813","United States",4830184868046076928,"Referral",4830184868046076928,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",331,188,20160811,"","False",60269.2179913037,59460,"High income",329910000,329910000,19.6143304479552,19.6143304479552
"814","United States",4.856298179014e+18,"Paid Search",4.856298179014e+18,"Chrome","iOS","desktop","Americas","Northern America","United States","google","cpc",66,50,20170624,"Google Merchandise Collection","False",60269.2179913037,59460,"High income",22380000,22380000,16.9236782608481,16.9236782608481
"815","United States",4859141843536294912,"Referral",4859141843536294912,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",13,11,20170501,"","False",60269.2179913037,59460,"High income",133050000,133050000,18.706235555388,18.706235555388
"816","United States",4866601788347310080,"Direct",4866601788347310080,"Safari","iOS","mobile","Americas","Northern America","United States","(direct)","(none)",27,18,20161130,"","True",60269.2179913037,59460,"High income",41980000,41980000,17.5527038723568,17.5527038723568
"817","United States",4871061239735971840,"Direct",4871061239735971840,"Chrome","iOS","desktop","Americas","Northern America","United States","(direct)","(none)",23,18,20170801,"","False",60269.2179913037,59460,"High income",347140000,347140000,19.665238714757,19.665238714757
"818","United States",4876602137205445632,"Organic Search",4876602137205445632,"Chrome","iOS","desktop","Americas","Northern America","United States","google","organic",102,73,20170529,"","False",60269.2179913037,59460,"High income",103560000,103560000,18.4556617128476,18.4556617128476
"819","United States",4892080789302426624,"Referral",4892080789302426624,"Chrome","Chrome OS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",53,44,20160917,"","False",60269.2179913037,59460,"High income",19990000,19990000,16.8107427064766,16.8107427064766
"820","United States",4904369688778979328,"Organic Search",4904369688778979328,"Chrome","Chrome OS","desktop","Americas","Northern America","United States","google","organic",20,17,20160822,"","False",60269.2179913037,59460,"High income",28120000,28120000,17.1519916249067,17.1519916249067
"821","United States",4905999160114045952,"Referral",4905999160114045952,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",9,9,20160816,"","False",60269.2179913037,59460,"High income",46610000,46610000,17.6573256683489,17.6573256683489
"822","United States",4919130510250677248,"Organic Search",4919130510250677248,"Chrome","iOS","desktop","Americas","Northern America","United States","google","organic",68,45,20170621,"","False",60269.2179913037,59460,"High income",233700000,233700000,19.2695487995091,19.2695487995091
"823","United States",4921988083628435456,"Referral",4921988083628435456,"Chrome","Linux","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",17,17,20170613,"","False",60269.2179913037,59460,"High income",62590000,62590000,17.9521160789009,17.9521160789009
"824","United States",4939724029492758528,"Referral",4939724029492758528,"Chrome","Chrome OS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",42,33,20161118,"","False",60269.2179913037,59460,"High income",201570000,201570000,19.1216472735644,19.1216472735644
"825","United States",4943672858297748480,"Referral",4943672858297748480,"Chrome","Chrome OS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",17,13,20170613,"","False",60269.2179913037,59460,"High income",17980000,17980000,16.7047705870077,16.7047705870077
"826","United States",4950411203281265664,"Direct",4950411203281265664,"Chrome","Android","mobile","Americas","Northern America","United States","(direct)","(none)",44,36,20170228,"","True",60269.2179913037,59460,"High income",672600000,672600000,20.3266613572704,20.3266613572704
"827","United States",8092136662808852480,"Direct",8092136662808852480,"Chrome","iOS","desktop","Americas","Northern America","United States","(direct)","(none)",27,22,20170203,"","False",60269.2179913037,59460,"High income",536820000,536820000,20.1011734007518,20.1011734007518
"828","United States",4955635156977445888,"Organic Search",4955635156977445888,"Other","Windows","desktop","Americas","Northern America","United States","google","organic",13,13,20170519,"","False",60269.2179913037,59460,"High income",15390000,15390000,16.5492285058151,16.5492285058151
"829","United States",4959410280892364800,"Referral",4959410280892364800,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",29,24,20170515,"","False",60269.2179913037,59460,"High income",243460000,243460000,19.3104632159457,19.3104632159457
"830","United States",4961475611241206784,"Referral",4961475611241206784,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",49,37,20161216,"","False",60269.2179913037,59460,"High income",176730000,176730000,18.990133702166,18.990133702166
"831","United States",4984366501121503232,"Direct",4984366501121503232,"Chrome","Chrome OS","desktop","Americas","Northern America","United States","(direct)","(none)",36,30,20161130,"","False",60269.2179913037,59460,"High income",6.97e+08,1235200000,20.9344987372348,20.3622959687248
"833","United States",4985703629807810560,"Organic Search",4985703629807810560,"Chrome","iOS","desktop","Americas","Northern America","United States","google","organic",46,37,20170126,"","False",60269.2179913037,59460,"High income",31980000,31980000,17.2806212653701,17.2806212653701
"834","United States",4995924842281653248,"Referral",4995924842281653248,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",30,24,20170203,"","False",60269.2179913037,59460,"High income",127970000,127970000,18.6673064194138,18.6673064194138
"835","United States",5018753410641859584,"Paid Search",5018753410641859584,"Chrome","Windows","desktop","Americas","Northern America","United States","google","cpc",21,17,20161130,"","False",60269.2179913037,59460,"High income",21980000,21980000,16.9056435069398,16.9056435069398
"836","United States",5025697082538917888,"Direct",5025697082538917888,"Chrome","Windows","desktop","Americas","Northern America","United States","(direct)","(none)",14,14,20161213,"","False",60269.2179913037,59460,"High income",18990000,18990000,16.7594230827885,16.7594230827885
"837","United States",5081913244411982848,"Referral",5081913244411982848,"Chrome","Linux","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",31,23,20170515,"","False",60269.2179913037,59460,"High income",70620000,70620000,18.0728239484645,18.0728239484645
"838","United States",5082310728519609344,"Display",5082310728519609344,"Safari","iOS","mobile","Americas","Northern America","United States","Other","cpm",30,26,20170113,"","True",60269.2179913037,59460,"High income",30460000,30460000,17.2319249054313,17.2319249054313
"839","United States",5101144510494587904,"Direct",5101144510494587904,"Chrome","iOS","desktop","Americas","Northern America","United States","(direct)","(none)",23,20,20170621,"","False",60269.2179913037,59460,"High income",79990000,79990000,18.197412184825,18.197412184825
"840","United States",8200223105926163456,"Organic Search",8200223105926163456,"Chrome","Windows","desktop","Americas","Northern America","United States","google","organic",35,31,20170228,"","False",60269.2179913037,59460,"High income",158930000,158930000,18.883974411673,18.883974411673
"841","United States",5111739417846462464,"Referral",5111739417846462464,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",23,19,20161130,"","False",60269.2179913037,59460,"High income",22380000,22380000,16.9236782608481,16.9236782608481
